    -9.80000      5.00000
    -9.40000      0.00000
    -9.00000      7.50000
    -8.60000     12.50000
    -8.20000     20.00000
    -7.80000     20.00000
    -7.40000     12.50000
    -7.00000     20.00000
    -6.60000     57.50000
    -6.20000     50.00000
    -5.80000     82.50000
    -5.40000    102.50000
    -5.00000    147.50000
    -4.60000    140.00000
    -4.20000    137.50000
    -3.80000    192.50000
    -3.40000    197.50000
    -3.00000    182.50000
    -2.60000    202.50000
    -2.20000    225.00000
    -1.80000    252.50000
    -1.40000    217.50000
    -1.00000    165.00000
    -0.60000    195.00000
    -0.20000    205.00000
     0.20000    192.50000
     0.60000    185.00000
     1.00000    240.00000
     1.40000    245.00000
     1.80000    235.00000
     2.20000    200.00000
     2.60000    207.50000
     3.00000    227.50000
     3.40000    175.00000
     3.80000    220.00000
     4.20000    175.00000
     4.60000    112.50000
     5.00000    130.00000
     5.40000    127.50000
     5.80000     87.50000
     6.20000    100.00000
     6.60000     60.00000
     7.00000     62.50000
     7.40000     37.50000
     7.80000     30.00000
     8.20000     25.00000
     8.60000     17.50000
     9.00000     10.00000
     9.40000      5.00000
     9.80000      5.00000
 after hadron evolution
    -9.80000      2.50000
    -9.40000      7.50000
    -9.00000      5.00000
    -8.60000     12.50000
    -8.20000     25.00000
    -7.80000     22.50000
    -7.40000     27.50000
    -7.00000     65.00000
    -6.60000     85.00000
    -6.20000    102.50000
    -5.80000    150.00000
    -5.40000    190.00000
    -5.00000    282.50000
    -4.60000    225.00000
    -4.20000    272.50000
    -3.80000    317.50000
    -3.40000    327.50000
    -3.00000    377.50000
    -2.60000    382.50000
    -2.20000    400.00000
    -1.80000    420.00000
    -1.40000    357.50000
    -1.00000    375.00000
    -0.60000    345.00000
    -0.20000    392.50000
     0.20000    347.50000
     0.60000    375.00000
     1.00000    367.50000
     1.40000    422.50000
     1.80000    375.00000
     2.20000    335.00000
     2.60000    335.00000
     3.00000    367.50000
     3.40000    385.00000
     3.80000    345.00000
     4.20000    280.00000
     4.60000    240.00000
     5.00000    230.00000
     5.40000    195.00000
     5.80000    160.00000
     6.20000    140.00000
     6.60000    130.00000
     7.00000     97.50000
     7.40000     50.00000
     7.80000     40.00000
     8.20000     25.00000
     8.60000     15.00000
     9.00000      5.00000
     9.40000      5.00000
     9.80000      5.00000
